user;calendar_date;market;registration_date;bet;win;session_duration_min;bonus
b13ec4e2fcc8c60d12cd84f251b3435d;2012-03-20;Tallinn;2011-01-08;641.14;612.2;6.4;0
12a8dddcebb5f6cb61b3700bc873ac90;2012-01-08;Tartu;2010-12-02;0.32;213.16;123.6;0
fb5937067a3b85e9a0aa84de3b8db25f;2012-02-23;Tallinn;2011-05-06;200.92;195.82;29.2;0
d189b0898ad5bcc567499d57b052490b;2012-03-30;Tallinn;2010-12-27;114.48;114.26;34.7;0
cf557e734d59657551a6f57316faf2d4;2012-02-28;Tallinn;2011-03-01;337.23;314.08;35;4.46
be6cf8af2a982ac643bd73d299e29c1a;2012-03-23;Tallinn;2011-04-18;104.37;103.79;10.8;0
d9acc9471846d925962423e48bced76a;2012-03-03;Tallinn;2010-10-06;289.68;264.5;36.5;0
5833d57354169078d907c9747d18a5ad;2012-03-27;Tallinn;2011-02-07;209.91;204.04;16.3;0
6e67e9904dc0617f5ffb54702f320b01;2012-03-04;Narva;2011-10-08;105662.16;106810.94;1.1;0
ec938bfa004fe61d5b7014e2ce252b9c;2012-03-21;Tartu;2011-11-01;-17.72;86.67;7.2;0
c95e8c70b58c088be7e9cfcf016a0885;2012-03-03;Tallinn;2011-06-11;15.63;15.78;36.4;0
275f49387aad5dc025b106dc67b19781;2012-03-09;Tallinn;2011-07-13;283.47;289.52;11.1;0
725162084ae2455cabb89e3b6e155b07;2012-01-29;Tallinn;2010-12-17;260.44;273.79;6.9;0
28ae9e608dfb7f556e00464f098fd7a3;2012-01-22;Tallinn;2011-01-14;341.48;305.68;8.7;0
cfd55e36ffd976e6452e7bfc78d0d976;2012-01-28;Tallinn;2011-01-07;56.6;54.33;21.5;0
2b05c3280d8746a9e37457297916b589;2012-02-03;Tartu;2011-07-20;30.59;105.53;1.4;12.2
41991058cd3c0304179956892e968750;2012-02-14;Tallinn;2011-04-06;253.46;238.4;35.4;0
ab1075098f3bdfdc7bfe020c7552e70b;2012-03-13;Tallinn;2010-11-14;534.64;507.56;13.9;0
5c36f2177f3ccc6e8c61936fb6e9fada;2012-02-19;Tallinn;2011-05-22;201.82;221.42;45.3;3.72
a95c6f5f9ee8459175f072be86389e34;2012-02-28;Tallinn;2011-03-01;335.89;366.16;25.3;0
f7c6757577bb5392a62d44ca8fc83137;2012-02-20;Tallinn;2010-12-09;441.96;409.25;5.2;0
03ab09f79cdb06c28de0e4d0d3515424;2012-01-17;Tallinn;2010-10-13;302.63;281.76;61.5;0
aeabfb39aaf9467ee1020d67050e699e;2012-02-17;Narva;2011-06-23;688.15;651.18;38.8;50.14
b691a37e8cb05e04e8e4d033b58b06df;2012-01-05;Tartu;2010-07-04;4.11;104.11;4.5;0
113f9f72b8af2d0a63c5ae0bc9f25e59;2012-02-06;Tallinn;2010-10-26;107.72;111.34;36.7;25.04
747af6e9cf2908cc24e79ec7891068c7;2012-01-06;Narva;2011-10-06;210996.97;214984.12;7.2;0
bd3aca37432d355e2557b0df2b9f62e6;2012-03-24;Tartu;2011-02-11;1.53;46.82;24.6;0
649c537d8aee94222840c17de0a9f943;2012-03-05;Tallinn;2010-11-09;129.29;113.05;68.5;6.89
d7c5202f924ecdd542c8540bc54c9648;2012-01-29;Narva;2011-04-21;-17.44;1012.56;25.2;0
9f85215763e5141db067455bf4d34197;2012-02-16;Tartu;2010-11-12;1.53;24.31;92.4;0
f73d96422ef6a84f1a4affeee22136b9;2012-01-23;Tallinn;2011-02-24;308.85;319.32;26.8;0
64f07748ed5aaae6e3b7ef706bb2f55b;2012-03-25;Tallinn;2011-03-27;217.02;207.66;11.7;9.51
a3bac306abb6650c3ea51b4745898632;2012-02-03;Tallinn;2011-03-16;343.33;350.46;13.4;0
390f86111f3d261075fab3ee167da1b6;2012-03-01;Tallinn;2011-03-16;259.45;269.12;11.1;3.11
744c8d605259c19ed16232cc2aef9247;2012-02-03;Tallinn;2010-10-15;36.42;34.54;44.5;0
cf557e734d59657551a6f57316faf2d4;2012-02-03;Tallinn;2011-03-01;354.6;376.7;1;0
bc291e7ea3f6d93d67bbaeba9d273692;2012-01-28;Tartu;2011-11-24;278112.21;277622.71;5.9;0
7f496d79e8e9123beea695e6d7ed1de7;2012-02-24;Tallinn;2011-11-25;33.04;31.79;15;2.36
5ab6f4e63496d50877cf4ed822450100;2012-02-29;Tallinn;2011-11-19;463136.78;409555.1;53.6;0
ab9987516fc55853c8bb9cfea43e4fe7;2012-01-30;Tallinn;2010-07-30;20.77;19.42;2.9;0
7c1899fc9266e3184f44f96e0f028aa7;2012-03-21;Tallinn;2011-07-25;163.26;153.52;38.9;0
16fba44963aeeeb8bb8f02772402bed4;2012-03-10;Tallinn;2011-08-17;131.92;129.27;2.3;0
9fde128651225834b7cb9931742580e1;2012-01-01;Tallinn;2010-12-31;30.98;31.36;64.2;0
65076274b29bdd60ac6354330653a734;2012-01-31;Tallinn;2011-07-26;1047.59;1039.48;73.9;0
f8bdcb5d2f9fa4056abc48916eabd4ba;2012-01-19;Tartu;2010-12-30;329.96;327.36;24.5;0
89d9108a618787a974974445502d6b26;2012-03-24;Tartu;2010-08-13;-2.96;209.8;13.3;0
6a0bbf840ab2029f39caa55e7e90e2ff;2012-03-19;Tallinn;2011-10-15;516.91;546.02;36.1;1.01
2c6cea5a7a4648505ae69fe8fe1694e2;2012-03-02;Tallinn;2011-05-11;47.89;49.26;55.5;0
4ba63acf267286936fdfe6505f833f21;2012-03-25;Tallinn;2011-04-26;257.73;246.49;89;0
00974147f32880b30407582f99bacc6a;2012-03-29;Tallinn;2010-12-22;545.23;586.04;32;0
253f0901d510cd61ee50471c8752ec79;2012-03-24;Tartu;2011-02-18;28.27;473.25;50.1;0
f6c5d83dc3734b143fd9357599664451;2012-01-05;Narva;2010-11-23;-33.62;479.3;18;0
7596c461a827391f50dc58e4656f9a24;2012-03-30;Tallinn;2010-10-04;478.86;470.98;10.6;0
f7c6757577bb5392a62d44ca8fc83137;2012-02-29;Tallinn;2010-12-09;865.07;853.84;6.5;0
88e0eb0feac4fffeb3c87bf1490088de;2012-03-04;Tallinn;2011-06-30;20.25;19.73;24.3;0
69bcdec68a26d9a05e8e1d05a2b2cbd6;2012-03-03;Tartu;2011-04-05;-2.65;103.47;39.1;0
8085f096e717bcf618469ad9c2776ed6;2012-03-22;Tallinn;2011-07-21;373.87;325.19;74.8;0
30470bf93d1a649bc0996e92199642a6;2012-01-25;Tallinn;2011-08-15;269.79;286.73;39.3;0
0a77041da6674b8e1b591ee7d3943eb2;2012-02-03;Tallinn;2011-01-10;41.85;40.91;31.6;13.34
b303e866b7d11e237251235af1a8f326;2012-02-28;Tallinn;2011-04-03;303.64;301.63;26.9;0
596c407eaa8cad421eca43ff254d442a;2012-02-22;Narva;2011-08-02;387834.74;405570.85;64.6;0
212e916bfaa3403f816c675070c97d1d;2012-03-22;Tallinn;2011-09-12;135.72;141.46;35.3;0
08c5cd9e3b165bcd84aabf0d8662fe8c;2012-03-16;Tallinn;2010-11-12;84.07;79.66;52.4;0
ed23da30240f72473ae4f973ccfe7639;2012-02-10;Tartu;2010-10-05;4.67;189.62;18.7;0
5c7931117ed6190b7c55d9c7ef43ceb1;2012-03-23;Tallinn;2010-10-01;91.93;84.14;20.5;0
a5b97cc872b0acda8618acd9f41774ee;2012-03-04;Tallinn;2011-10-11;108.31;110.39;56.1;0
763279f1331cb04e0ae18751ec085f71;2012-01-21;Tartu;2011-04-03;310.81;313.7;6.7;0
2af30b89dc36b73bd535f44186c9224c;2012-02-05;Tallinn;2011-08-05;165.41;172.01;20.4;0
70fc1be6f43e34ae417b773c8a8c50b4;2012-03-11;Tallinn;2011-12-18;188.39;190.7;36.7;0
f1948e28039655a6085fc41b7edeac1b;2012-03-15;Tallinn;2011-06-06;235.43;227.9;31.4;9.24
97108257658b3e11901fc3b8e7f84df4;2012-03-25;Tallinn;2011-09-02;236.68;240.47;5.7;7.07
4d312eb17e2fcb5dfab9e946122e8238;2012-02-08;Tallinn;2011-01-04;27.54;30;11.8;0
6e67e9904dc0617f5ffb54702f320b01;2012-03-11;Narva;2011-10-08;11559.73;11874.03;43.2;0
12a33838d05fbdbf797acdd10719510f;2012-01-04;Tallinn;2011-02-03;32.83;31.48;9.6;0.78
7fb5a7870650d720fef39325e3d1be1f;2012-03-26;Tartu;2011-05-08;0.66;21.7;0.5;0
54d293c0b4e562be56ab40759894b62b;2012-03-13;Tallinn;2011-03-16;370.43;358.48;3.2;0
720b01ebd190c43158a1521a2121d0b7;2012-01-13;Tallinn;2011-12-31;339.77;321.18;3.8;15.39
11eda645a46f1d25333c97b7e6ac096d;2012-03-28;Tartu;2012-02-13;11.4;329.48;64.9;0
9b35d98583473029a2addd202a07141a;2012-03-01;Tallinn;2011-11-08;321.65;303.2;102.5;0
e734f45798050ae7232a6f471a357b8b;2012-03-05;Tallinn;2011-08-05;375.66;338.92;46.1;0
386963b106c2626b94df4ead86557896;2012-03-30;Tallinn;2011-07-17;173.52;160.26;84.8;0
5189380edfb74f008607ebb8cdd579fb;2012-02-12;Tallinn;2010-11-09;21.68;19.52;1.5;0
ded796c69b800f5c769428842983bc29;2012-03-16;Tallinn;2010-12-02;122.97;115.06;6.7;0
ecba813071cc79761a54a793db471b91;2012-01-01;Tallinn;2010-11-20;615.59;654.95;13.3;0
cd4f9b14af93c1e17ae24fd46f45ec62;2012-01-09;Tallinn;2011-01-30;0.78;0.7;22.1;0
da63fc54e8a57945b47535aac54a3736;2012-03-17;Narva;2011-10-11;105.86;729.08;21.5;0
25c4473db97bbe9799e88bda5525a394;2012-02-14;Tallinn;2011-10-04;367.87;425.93;16.1;0
e84103c586aecb9c76bdf798c18e0df0;2012-02-22;Tartu;2012-01-01;123645.05;121297.44;28.8;0
05198677df9a0aecdd55095403fb2f66;2012-03-22;Tallinn;2010-12-02;36.8;37.42;47.7;2.33
785f6127ec8fb6699f35dfa54efac46d;2012-01-22;Narva;2011-12-07;513.39;506.69;18.1;0
a8949d969039f8d25bf2b133ed4bb974;2012-01-14;Tallinn;2010-09-16;367.48;351.42;51.5;0
4d37d31b6cb78b73f65f219ee26c6235;2012-03-12;Tallinn;2010-09-13;168.79;168.39;11.3;0
5256fc5378f36f0c2625227a34a59706;2012-03-17;Tallinn;2011-05-07;449.4;425.89;19.1;1.76
61fa438a877e5dff4409ba5435fe9649;2012-01-24;Tallinn;2011-01-21;93.79;84.45;32.3;0
b9296288b6d47086799edcc68afaddfd;2012-02-25;Tartu;2010-12-27;42.53;37.58;25.8;0
41a2ac0e667e1337f4dd79f568163c38;2012-03-02;Narva;2012-01-01;795841.48;898547.77;37.9;0
fc7d55c9e75154bb3a46c1849130ee80;2012-03-02;Tartu;2012-01-01;83293.84;68553.76;0.6;0
74ca80d8ca1c44f16af4dcd8ca7ba748;2012-01-24;Tartu;2011-01-10;8.22;204.48;37.3;0
97da6624c8501728bce91ddf47f75a4b;2012-03-12;Tallinn;2011-07-09;301.06;333.08;90.9;0
22288399fce4df953d89eb3fc5c58ce4;2012-02-11;Tallinn;2010-12-03;409.46;380.27;53;0
eae2cf7895d5835250effc1c348abe36;2012-03-05;Tartu;2011-11-09;-1.44;23.6;42.4;0
bd9523232bd6087bcc1d3cb00fab8828;2012-01-28;Tallinn;2012-01-03;242691.74;254870.75;20.5;0
bcc41f20cf12c32e93665ef889f8f3a2;2012-02-14;Tallinn;2010-09-16;687.87;634.25;12.7;0
60d06165c3cf8b172d82d31f635a7388;2012-01-05;Tallinn;2012-01-05;25;23;2.5;5
8f911f045ca86f41f12b42ff927732bd;2012-03-18;Tallinn;2011-01-07;423.78;396.62;8.5;0
0a1126a886d9501a97f8f8aeadf82f26;2012-02-14;Tallinn;2010-12-16;183.29;190.54;8.1;0
6764bb29e9b1f62018a061b27bf10ec6;2012-02-19;Tallinn;2011-11-02;13.08;11.48;38.5;0
7e5e61bfd7b194573d1a4b13cb794662;2012-03-05;Tallinn;2012-01-29;2.94;2.65;62.2;0
d189b0898ad5bcc567499d57b052490b;2012-02-24;Tallinn;2010-12-27;333.96;311.35;33.3;0
f27075a6ac5f129d5b9f795b8a245bd7;2012-01-28;Tallinn;2011-03-27;105.34;109.48;0.5;0
d6f4b10b28b4b94dbef9407903a1ca32;2012-02-20;Narva;2012-01-01;365106.88;381562.17;16.9;0
68dcdcbf43d8a5e08d3f6f52ec3f3dab;2012-02-05;Tallinn;2011-08-03;534.76;594.2;71.2;0
55eab42c3cdf1a2512757cbe29bba2ad;2012-03-28;Tallinn;2011-03-30;467.13;485.35;65.1;13.61
1ba923c631a37743483033687eb45b19;2012-02-05;Tallinn;2011-02-06;119.22;124.62;17.5;0
55063440b1ea564529d15e722eea32f4;2012-02-10;Tartu;2011-09-05;104.12;95.46;8.5;0
452a3fbf031696ba5afcfca257736398;2012-03-07;Tallinn;2011-08-21;315.16;323.63;21.9;0
c752c20442259abeb943cc50db77462e;2012-02-21;Tallinn;2011-03-16;172.35;151.71;15.4;0
06bb70097b23f1d875be36e55bc32990;2012-02-23;Tallinn;2011-06-25;297.05;275.32;30.1;0
6c4121304d107c40ff86df35d3adab73;2012-03-01;Tallinn;2011-10-24;247.5;247.06;9.7;0
bec3c09768f40157a5ddb87b2b43c2c2;2012-02-16;Tallinn;2011-02-12;136.63;123.41;76;0
fc7d55c9e75154bb3a46c1849130ee80;2012-02-29;Tartu;2012-01-01;203085.16;223787.85;13.7;5177.64
6b444e6bdba296981aaee428ae10c712;2012-03-24;Tallinn;2011-11-29;143.83;128.61;30.8;0
5ab6f4e63496d50877cf4ed822450100;2012-03-07;Tallinn;2011-11-19;183633.62;176222.64;10.4;0
75399a748aff06958861b32c5765643b;2012-03-22;Tallinn;2010-12-11;179.82;179.14;2.2;0
d27d55986f6d0e7011b25662d16e2aea;2012-02-25;Tallinn;2010-09-17;469.34;437.09;34.9;22.78
79d4916a0baf8dfc25beef5ec7cb3a6a;2012-02-14;Tallinn;2011-07-12;512.35;492.48;1.7;0
aed0c256e6e26b037a5c2fa3f246828e;2012-02-20;Tartu;2011-09-06;269.31;260.46;7.9;0
8a59a5e2b2babfc3533dbac44bf7aac8;2012-01-22;Tallinn;2012-01-01;60049.69;57694;90.5;3282.76
5c0ae491305306618b777930d07f6ae9;2012-03-11;Tallinn;2010-11-14;361.95;380.12;76.1;0
dabdb6ba2a717d0fb53b0ed147a18564;2012-03-08;Tallinn;2010-08-31;48.1;53.47;22.2;0
bd9523232bd6087bcc1d3cb00fab8828;2012-01-21;Tallinn;2012-01-03;301213.26;286608.28;5;12131.71
c5b10f6ea696c988d724bf81d69956c3;2012-02-08;Tartu;2011-12-27;549379.94;536295.54;3.5;0
0384b6874238611b76fca530971a8f1c;2012-03-17;Tallinn;2011-03-26;245.18;230.46;7.3;0
23fcacd4ca386d3b53da34740948d15b;2012-01-15;Tallinn;2011-08-09;475.32;485.69;22.7;0
d21a3325f8cc613e1273cbdbbd63d48d;2012-03-27;Tallinn;2011-11-07;92.81;91.75;14.4;0
e21f69442c6a97ec7a7e3ef002fd4c4d;2012-02-21;Tallinn;2011-02-21;172.92;168.34;22.5;0
d1498c28b4696282533479ac95e7b0bb;2012-01-12;Tallinn;2011-09-05;376.78;368.16;7;0
7f7bfe4c4383c0a1f9297631eaa977d5;2012-02-01;Tallinn;2011-07-27;65.49;66.17;40.6;0
a5940f2cf91ae1f7af22439535f52893;2012-02-24;Tallinn;2010-08-12;270.35;257.36;49.8;0
e8d9f288f8df372d0231c63f9488e50d;2012-01-08;Tallinn;2011-07-09;396.14;370.85;29.6;0
fcbca19a694b7f76ba827d4a8c8b11af;2012-02-18;Tallinn;2011-07-04;236.17;226.32;45.2;0
db2f3ed816dc91f6d5597f460700698a;2012-02-20;Tallinn;2011-08-29;107.69;106.92;19.1;0
0aa91fee4846c64ade77ae146c141535;2012-01-11;Tallinn;2011-01-08;631.34;609.42;39.8;0
e6e5dcbfd1ba1cd1b4cc759d01d57945;2012-01-03;Tallinn;2010-08-22;8.85;8.29;10.4;0
6aea06e27a19e409041d72dbe99de2c7;2012-03-20;Tallinn;2010-08-16;363.46;369.5;48.3;7.84
dd3acfdda66b1c43b4f770ff0cf800b4;2012-01-16;Tallinn;2011-05-21;210.65;213.97;29.7;8.54
f1a180631e9d5d225e6bf8e6df1f6d72;2012-01-01;Tallinn;2011-01-20;242.96;233.66;6.7;0
928cfd32121db16d614efffe92c18b54;2012-01-28;Tallinn;2010-08-07;395.69;381.38;44.9;2.16
ce53ef0f2fed9920bc01b3496f5d9a32;2012-02-16;Tallinn;2011-06-10;103.51;103.8;21;0
35c913b23e415bc038e55a291618260e;2012-03-02;Tartu;2010-08-07;-15.81;330.42;48;0
1f77666f3994f2e22cef78df57c67973;2012-03-24;Narva;2011-09-21;6.75;172.69;33.3;0
070964d714fb12130bab2b24c49b2eb7;2012-03-17;Tallinn;2011-07-23;21.06;22.09;14.3;0
a678102e332c070a36831f0080e4300a;2012-03-22;Tallinn;2010-12-20;294.28;316.05;27;0
d449db49a7e91ee16ccdaab3236a3c74;2012-02-22;Tallinn;2010-12-11;618.33;665.68;3.6;0
a40aeed266308a76cf5d432772dec196;2012-03-12;Tartu;2011-10-10;103.95;98.44;63.4;0
0b1d08bf0e335ed97bc8dd290ef15b49;2012-03-09;Tallinn;2011-06-16;65.99;67.67;10;0
eaba09bb50b47adddbb2a866de506784;2012-03-05;Tallinn;2010-11-07;760.56;823.91;17.5;0
5ab6f4e63496d50877cf4ed822450100;2012-02-06;Tallinn;2011-11-19;140764.26;146812.52;62.5;0
49a8bb905c72b8aca1fe999fde2f58c6;2012-02-01;Tartu;2010-10-17;0.56;70.66;42.8;0
6c2ff84ed8e70e63e94519474aedf01e;2012-01-03;Tallinn;2011-10-07;362.83;374.28;6.7;0
0d06e24cb395a1d08f663ab6c1547a70;2012-01-09;Tallinn;2011-09-24;220.91;218.15;15;0
e2478d84074bc3587a3e9f5d63f06d7d;2012-02-29;Tartu;2011-02-22;234.38;206.71;78.8;7.43
949b3d4dbef172e6d23313f74da3cfee;2012-03-06;Tallinn;2010-10-31;185.06;178.54;14.5;15.7
c7fd87358aef8b8e863a98cd528902f9;2012-01-01;Tallinn;2010-09-24;61.01;57.9;65.8;0
edddda8432a6adbc7b904b2e0eb77020;2012-01-18;Tartu;2011-05-27;4.41;566.86;42.9;0
7df577f095c8c88d13d13f557e0bda7f;2012-03-11;Tallinn;2010-10-05;388.43;360.26;5.5;0
3eb4ea444ea4d8495ed90b31ac250839;2012-02-29;Tartu;2010-10-02;53.34;53.04;1.8;0
849d2e930729221722b7dc4107f8c0c5;2012-03-15;Tallinn;2011-12-23;210.26;230.78;48.9;9.84
0a1126a886d9501a97f8f8aeadf82f26;2012-02-01;Tallinn;2010-12-16;166.43;173.05;3.2;5.87
3b649838c806eef6a188352d410507af;2012-03-10;Narva;2012-01-12;2.46;437.46;66.2;0
a678102e332c070a36831f0080e4300a;2012-03-24;Tallinn;2010-12-20;287.07;288.77;0;0
3e066b1fd8bb88106d2be21e81d4d03e;2012-01-30;Tartu;2011-12-18;21.58;120.12;47.9;0
41a2ac0e667e1337f4dd79f568163c38;2012-02-13;Narva;2012-01-01;412496.69;369549.78;20.7;0
759a75e6ee216550d2e3e26a770763e9;2012-02-04;Tallinn;2011-08-16;226.56;192.13;6.7;0
af80870af3c5a2d92f0b815d1ed5b16a;2012-01-03;Tallinn;2010-12-08;67.46;70.81;52.4;0
849d2e930729221722b7dc4107f8c0c5;2012-03-21;Tallinn;2011-12-23;4.48;4.17;32.6;9.84
756aca45f1974d13a19a52a0022ba106;2012-02-02;Tallinn;2011-04-05;241.98;229.54;38.9;0
3f2588d11a0c3764b968259d1c32a90c;2012-02-27;Tallinn;2011-03-28;36.64;36.85;7.6;0
2f5458ddbb2a746999b6b333f5f63068;2012-01-31;Tallinn;2011-05-12;116.33;107.38;31.7;0
3ef76cd8c43aa79688399f2d3b07cbc1;2012-03-07;Tallinn;2011-07-02;20.43;20.15;6.1;0
1d5bd9ca329811d488d39e180cff804c;2012-03-23;Tallinn;2011-09-27;525.72;455.32;0.8;0
a65e5e126b49bbe7d36054b70eff4882;2012-03-05;Tallinn;2010-10-29;51.94;53.89;33.4;0
9efd145cc4da36fca37f2a4c9d2df750;2012-03-19;Tallinn;2012-02-26;482.07;449.04;55.4;0
b966488fc14788b973017f6760ada167;2012-02-21;Tartu;2011-12-22;-4;138.18;28.9;0
41a2ac0e667e1337f4dd79f568163c38;2012-01-15;Narva;2012-01-01;602530.89;583067.41;36.8;0
928cfd32121db16d614efffe92c18b54;2012-01-30;Tallinn;2010-08-07;301.21;341.86;29.2;0
5e9e230ae70ff87b427b9a8b9fc2cf54;2012-03-17;Tallinn;2011-07-16;67.23;63.47;6.4;0
7d27d2139febcea84f9efdaa05e86276;2012-03-27;Tallinn;2011-11-16;202.42;203.37;79.3;0
747af6e9cf2908cc24e79ec7891068c7;2012-02-08;Narva;2011-10-06;1097462.65;1029441.5;18.3;0
24599d4af9c37f19d8c26d7437cbe3e2;2012-02-02;Tallinn;2012-01-18;148.44;152.58;8.9;0
ca7ab794c72f34eed2e3526e1679f483;2012-02-02;Tallinn;2011-09-09;71.88;65.79;33.2;0
579fcd82b4de122f7736c3dfdf5ef26b;2012-03-21;Tallinn;2011-04-14;31.71;30.13;29.3;0
7228b4fedf1a12b41f8a7a5d9604d7d4;2012-03-26;Tallinn;2011-07-31;67.81;70.41;3.3;0
d193e7a9415a57108234dc06ec349833;2012-02-29;Tartu;2011-01-01;1.89;115.57;15;0
5c36f2177f3ccc6e8c61936fb6e9fada;2012-02-18;Tallinn;2011-05-22;154.81;153.46;87.8;0
452a3fbf031696ba5afcfca257736398;2012-03-26;Tallinn;2011-08-21;49.14;46.97;26;0
efa6931351615e3cba00c465306e7c82;2012-02-26;Tallinn;2011-03-11;475.65;484.07;9.4;0
305898dcc3382c1902fa06ef1b8022a2;2012-03-01;Tallinn;2011-07-11;204.52;200.56;19.4;0
2b05c3280d8746a9e37457297916b589;2012-02-24;Tartu;2011-07-20;313.07;308.57;31.8;0
120535ea816eae01ecb1dbcc6163d360;2012-03-27;Tallinn;2011-01-23;33.35;34.55;12.6;0
7228b4fedf1a12b41f8a7a5d9604d7d4;2012-01-13;Tallinn;2011-07-31;172.19;170.49;29.4;0
eda417d8f39dac8cd3c4e53081b0563e;2012-01-09;Tallinn;2010-09-12;232.58;220.51;24.1;0
f561614fd29c779996a0f0c5ce397309;2012-03-16;Tallinn;2011-06-10;855.46;832.58;4;0
34e786db61fc9649c885feec7e8dbf68;2012-02-20;Tallinn;2011-08-12;466.55;517.67;54.2;7.95
371f38caafc18525d27988771064adf6;2012-02-04;Tallinn;2010-12-16;188.09;177.13;25.2;8.28
364121d911a94f369207882b48528833;2012-01-28;Tallinn;2012-01-03;401.07;363.12;13.9;0
fc4e615d3a01fc5a75597dbb865a7ea9;2012-03-25;Tartu;2011-01-14;-13.06;273.07;38.2;0
ee4f7c89d7080868825d2ffdd0d2f6fd;2012-02-24;Tallinn;2010-12-14;965.56;942.3;38.2;0
7cdcf92bf788ff17209f582b7a9993bd;2012-03-17;Tallinn;2011-03-08;259.35;264.78;20;0
4cce29520f34b0814c502b12be677733;2012-03-09;Tallinn;2011-08-01;252.07;271.65;38.5;0
f4892998cd57f395724b955ddb9e0151;2012-03-02;Tartu;2011-07-23;408.53;362.03;50.9;32.37
46e0d1655403bbda017f74e41fa4b6ad;2012-02-21;Tallinn;2011-04-16;142.65;138.08;61.4;0
670dfeaf3eaf6ebdab1e9887f13c64dc;2012-03-30;Tallinn;2011-08-21;802.28;821.48;59.3;0
e477a7dec432efadc88766f7e9c6ce62;2012-02-19;Tallinn;2011-02-14;119.96;111.82;8.9;0
6aea06e27a19e409041d72dbe99de2c7;2012-03-11;Tallinn;2010-08-16;190.41;183.29;1.4;7.84
0546e40577ab214c1592e5d1fc07d40c;2012-02-07;Tallinn;2010-08-09;692.05;701.25;69.1;0
7eebbe0bc47a3988900afd57e1e21f9a;2012-02-19;Tallinn;2010-09-06;127.16;123.8;17.7;0
06a0581f5ad818c4801d86d43e8a990d;2012-03-24;Tallinn;2011-02-12;246.54;231.39;19.1;0
de4a4adff9abd312596a3799bba6e8a8;2012-02-05;Tartu;2011-04-17;-2.59;47.67;28.6;0
715a9846c96ae8bb741c1a4b765383df;2012-02-16;Tartu;2011-01-08;306.91;296.55;34.4;0
fcfe00efec04d7018f97ed58f9d738f1;2012-02-10;Tallinn;2010-10-10;179.07;160.32;0.5;0
6e365faa70c18bcef08695e1cf54175d;2012-02-05;Tartu;2011-07-30;-5.45;464.38;86.6;0
1c38f26bfcbfb93f1d0a13bd1c868d82;2012-03-17;Tallinn;2011-03-29;153.03;138.17;25.7;0
2af5294a06373be4d9629c376cfe214b;2012-03-13;Tallinn;2010-09-10;209.09;205.01;47.8;0
6239ddc62f937d39ae0f864aa3cbbcaf;2012-02-24;Tallinn;2011-10-06;362.99;342.54;10.1;14.94
e89ae985c9406438fdfa214bd41f3b9b;2012-01-16;Tallinn;2010-07-13;343.68;317.62;45.4;0
65481210ed6a9f10a30d45b34d20a48a;2012-03-08;Tallinn;2011-02-01;115.2;112.91;40.7;0
bc291e7ea3f6d93d67bbaeba9d273692;2012-03-14;Tartu;2011-11-24;2300.61;2023.57;21.9;0
7eebbe0bc47a3988900afd57e1e21f9a;2012-02-29;Tallinn;2010-09-06;181.33;182.38;29.7;10.22
290b0beaa7361eabf066dd5ab65397df;2012-02-28;Tallinn;2010-11-18;727.37;760.07;6.7;0
59bd0b66975587ae182b59fd358fa636;2012-03-09;Tallinn;2011-01-15;536.61;542.65;12;0
d1498c28b4696282533479ac95e7b0bb;2012-02-24;Tallinn;2011-09-05;510.42;498.72;35.6;0
e6e6702abefea1289e6364fb6a373723;2012-02-25;Tallinn;2011-02-19;194.52;207.72;19.7;2.72
f47b2039e5311f4be5e9cec0e744c200;2012-03-02;Tallinn;2011-06-05;478.11;439;73.3;8.52
6579bb4cea7dfcc3aa460ed5e94e6f18;2012-01-13;Narva;2012-01-01;98304.55;89528.13;54.1;10547.23
68ce893c1d95197be98e6878980a2553;2012-01-04;Tallinn;2010-07-10;350.02;350.79;34.3;0
d0bdd62154c74db5f8d3bb4821240b54;2012-03-17;Tartu;2011-12-12;3.51;393;54.4;0
8b010ac3499f97ae2ae63c16c2a69517;2012-01-03;Tallinn;2012-01-01;660808.35;680848.75;12.1;0
6e67e9904dc0617f5ffb54702f320b01;2012-03-07;Narva;2011-10-08;16002.19;16084.53;19;0
865c7c44b535d02c52a635d2d2a215a0;2012-02-27;Tallinn;2011-08-08;19.55;21.32;1.7;0
b9c1dc35792ac113e7a1514ffa6293d5;2012-03-11;Tallinn;2010-11-26;585.27;630.18;62.5;0
6bcd5cd4b7347bea47fc197bb74bb510;2012-02-16;Narva;2012-01-02;72185.69;67627.63;13.2;0
bb47c3d2514c952e37a7b40017d85733;2012-03-09;Tallinn;2010-12-23;187.38;171.03;47.4;0
3a398bb975816a49c167a00ec432222a;2012-02-01;Tartu;2011-12-16;120.32;112.37;8.4;0
6bcd5cd4b7347bea47fc197bb74bb510;2012-03-15;Narva;2012-01-02;31923.83;26630.37;18.7;0
2b6c5abfdadab85b6f63c4c188caa5fd;2012-03-10;Tallinn;2010-11-22;0.05;0.05;4.8;0
eaba09bb50b47adddbb2a866de506784;2012-03-09;Tallinn;2010-11-07;88.83;87.25;1.2;0
f73f78d17d51f564e69627944806a141;2012-03-22;Tallinn;2011-10-14;434.11;411.42;58.4;0
b56f55378dffa7ba7755cd2e9c3a6f23;2012-02-26;Tallinn;2011-04-12;130.18;128.09;13.1;0
a510c48509d250e71bc3bcd9377a3ae1;2012-02-16;Tartu;2011-10-22;35.56;37.2;16.1;0
